NoiseStd,AvgStep,AvgReturn,Condition,Seed
0.04,1000.0,2155.585650199775,ES (Neural),200
0.045,1000.0,1633.7424514072154,ES (Neural),200
0.05,1000.0,1383.764309908432,ES (Neural),200
0.055,1000.0,1287.1866877106113,ES (Neural),200
0.06,1000.0,1108.9529635093334,ES (Neural),200
0.065,1000.0,540.089585905427,ES (Neural),200
0.07,1000.0,395.6678965573762,ES (Neural),200
0.075,1000.0,414.2406963277628,ES (Neural),200
0.08,1000.0,509.31843451189724,ES (Neural),200
0.085,1000.0,233.3162970056407,ES (Neural),200
0.09,1000.0,78.07014834678202,ES (Neural),200
0.095,1000.0,-35.5813942182922,ES (Neural),200
0.1,1000.0,60.443117158262865,ES (Neural),200
0.0,1000.0,4730.494356427096,ES (Neural),300
0.005,1000.0,4769.470940024582,ES (Neural),300
0.01,1000.0,4527.293073527131,ES (Neural),300
0.015,1000.0,4358.589401834805,ES (Neural),300
0.02,1000.0,3522.2224904743894,ES (Neural),300
0.025,1000.0,3088.195343726899,ES (Neural),300
0.03,1000.0,2379.973797330986,ES (Neural),300
0.035,1000.0,1830.8756605453418,ES (Neural),300
0.04,1000.0,1620.7481078323922,ES (Neural),300
0.045,1000.0,1533.629439698286,ES (Neural),300
0.05,1000.0,1215.0318224760372,ES (Neural),300
0.055,1000.0,1091.0154578259478,ES (Neural),300
0.06,1000.0,965.3748693003561,ES (Neural),300
0.065,1000.0,619.249996296884,ES (Neural),300
0.07,1000.0,334.6381433463219,ES (Neural),300
0.075,1000.0,512.6162602169538,ES (Neural),300
0.08,1000.0,416.31218233668693,ES (Neural),300
0.085,1000.0,374.3441502023815,ES (Neural),300
0.09,1000.0,141.72045171822523,ES (Neural),300
0.095,1000.0,46.24560865120828,ES (Neural),300
0.1,1000.0,-23.7549410773264,ES (Neural),300
0.0,1000.0,6463.85959365934,ES (Neural),400
0.005,1000.0,6487.465463212491,ES (Neural),400
0.01,1000.0,5996.262871930476,ES (Neural),400
0.015,1000.0,5926.1820610622035,ES (Neural),400
0.02,1000.0,5048.166146592873,ES (Neural),400
0.025,1000.0,4398.463234293294,ES (Neural),400
0.03,1000.0,3857.9153007261475,ES (Neural),400
0.035,1000.0,3177.2435942517536,ES (Neural),400
0.04,1000.0,2167.3502557857905,ES (Neural),400
0.045,1000.0,2432.4880145186835,ES (Neural),400
0.05,1000.0,1998.2719419880345,ES (Neural),400
0.055,1000.0,1698.0364967860878,ES (Neural),400
0.06,1000.0,1190.5413652200714,ES (Neural),400
0.065,1000.0,1219.7045707498376,ES (Neural),400
0.07,1000.0,895.0241031352642,ES (Neural),400
0.075,1000.0,511.6859107111416,ES (Neural),400
0.08,1000.0,527.6661144617623,ES (Neural),400
0.085,1000.0,504.72129087896883,ES (Neural),400
0.09,1000.0,323.3291049357349,ES (Neural),400
0.095,1000.0,309.20786449591486,ES (Neural),400
0.1,1000.0,242.75784420485735,ES (Neural),400
0.0,1000.0,4891.745087765956,ES (Neural),500
0.005,1000.0,4864.607507460424,ES (Neural),500
0.01,1000.0,4746.101093769542,ES (Neural),500
0.015,1000.0,4604.651999448309,ES (Neural),500
0.02,1000.0,4067.3641301874786,ES (Neural),500
0.025,1000.0,3314.8542262378123,ES (Neural),500
0.03,1000.0,2611.7040483389756,ES (Neural),500
0.035,1000.0,2987.262700945942,ES (Neural),500
0.04,1000.0,2066.523583150911,ES (Neural),500
0.045,1000.0,1537.6175964444897,ES (Neural),500
0.05,1000.0,1374.5181454404349,ES (Neural),500
0.055,1000.0,1064.040280296639,ES (Neural),500
