NoiseStd,AvgStep,AvgReturn,Condition,Seed
0.0,952.3000000000001,2902.7184946894017,ZOAC (Linear),300
0.01,979.2800000000001,3018.806610306354,ZOAC (Linear),300
0.02,938.94,2884.1204692311658,ZOAC (Linear),300
0.03,981.7800000000001,3027.0013419804427,ZOAC (Linear),300
0.04,995.44,3048.2260916006962,ZOAC (Linear),300
0.05,992.02,3005.0420470468166,ZOAC (Linear),300
0.06,971.84,2948.7589581058573,ZOAC (Linear),300
0.07,945.46,2866.606377714197,ZOAC (Linear),300
0.08,927.0799999999998,2844.377469588856,ZOAC (Linear),300
0.09,954.88,2939.9511715210188,ZOAC (Linear),300
0.1,945.9,2922.6571089757767,ZOAC (Linear),300
0.11,971.18,2988.988686325144,ZOAC (Linear),300
0.12,966.4799999999999,2953.909084791609,ZOAC (Linear),300
0.13,928.36,2875.9648932383025,ZOAC (Linear),300
0.14,918.6999999999999,2847.899661348596,ZOAC (Linear),300
0.15,926.9,2852.945939021092,ZOAC (Linear),300
0.16,931.84,2855.8820587780824,ZOAC (Linear),300
0.17,920.6,2810.6801007938275,ZOAC (Linear),300
0.18,890.6,2772.076125891848,ZOAC (Linear),300
0.19,909.8400000000001,2815.4869961837067,ZOAC (Linear),300
0.2,885.42,2707.8093541945063,ZOAC (Linear),300
0.21,865.28,2661.677318479781,ZOAC (Linear),300
0.22,821.7000000000002,2525.344130804605,ZOAC (Linear),300
0.23,835.2600000000001,2548.3752554232315,ZOAC (Linear),300
0.24,821.06,2507.765095437955,ZOAC (Linear),300
0.25,813.88,2491.6309452839305,ZOAC (Linear),300
0.26,758.8000000000002,2292.16493053155,ZOAC (Linear),300
0.27,795.42,2474.5682569107585,ZOAC (Linear),300
0.28,861.1199999999998,2653.3740040949824,ZOAC (Linear),300
0.29,837.78,2575.1461094467168,ZOAC (Linear),300
0.3,721.9199999999998,2208.186268728137,ZOAC (Linear),300
0.0,1000.0,3386.9683912213095,ZOAC (Linear),400
0.01,1000.0,3386.441441422387,ZOAC (Linear),400
